time,p_rgh,omega,k
0.436945,1.0366152e-11,5.1908203e-08,2.4019378e-09
0.436972,1.0111096e-11,5.1927772e-08,2.3993783e-09
0.436998,1.0299242e-11,5.1945976e-08,2.3966778e-09
0.437025,1.0409274e-11,5.1899547e-08,2.3892814e-09
0.437052,1.0417459e-11,5.1916393e-08,2.3865254e-09
0.437078,1.0237391e-11,5.1934567e-08,2.383716e-09
0.437105,1.0154421e-11,5.1879342e-08,2.3755326e-09
0.437132,1.0108687e-11,5.1887973e-08,2.3718662e-09
0.437159,1.0059588e-11,5.1894178e-08,2.3684913e-09
0.437185,9.9031063e-12,5.1898464e-08,2.3655754e-09
0.437212,1.0081333e-11,5.1840854e-08,2.3579969e-09
0.437239,9.854851e-12,5.185439e-08,2.354927e-09
0.437266,9.727522e-12,5.187567e-08,2.351701e-09
0.437292,9.5528588e-12,5.1832666e-08,2.3439001e-09
0.437319,9.4234633e-12,5.1854796e-08,2.3409661e-09
0.437346,9.0679377e-12,5.1873428e-08,2.3378809e-09
0.437373,9.424168e-12,5.18272e-08,2.3301215e-09
0.4374,9.2033965e-12,5.1846367e-08,2.3268332e-09
0.437426,8.9653341e-12,5.1803393e-08,2.3189702e-09
0.437453,8.885396e-12,5.1824249e-08,2.315559e-09
0.43748,8.7966248e-12,5.1789613e-08,2.3075258e-09
0.437507,8.6872962e-12,5.1821369e-08,2.3038926e-09
0.437534,8.6174022e-12,5.1797413e-08,2.2956577e-09
0.437561,8.4993529e-12,5.1835223e-08,2.2918109e-09
0.437587,8.4560569e-12,5.1808762e-08,2.2834483e-09
0.437614,8.3416288e-12,5.178254e-08,2.2751668e-09
0.437641,8.3485367e-12,5.1821588e-08,2.2718965e-09
0.437668,8.9495723e-12,5.1795375e-08,2.2640082e-09
0.437695,8.8446636e-12,5.1771208e-08,2.2559745e-09
0.437722,8.596988e-12,5.1753139e-08,2.2485101e-09
0.437749,8.6672295e-12,5.173089e-08,2.2410127e-09
0.437775,8.7695119e-12,5.1706127e-08,2.2328379e-09
0.437802,8.8164387e-12,5.169021e-08,2.2248924e-09
0.437829,8.784672e-12,5.1673886e-08,2.2171654e-09
0.437856,8.8420258e-12,5.1660148e-08,2.2103548e-09
0.437883,8.957227e-12,5.1646637e-08,2.2039732e-09
0.43791,9.0889305e-12,5.1634444e-08,2.1977123e-09
0.437937,9.1896976e-12,5.1621912e-08,2.1914699e-09
0.437963,9.8905674e-12,5.1610711e-08,2.1853056e-09
0.43799,1.0168186e-11,5.1590967e-08,2.1791984e-09
0.438017,1.0516612e-11,5.15117e-08,2.1688024e-09
0.438044,1.051315e-11,5.1496052e-08,2.1627052e-09
0.438071,1.0701499e-11,5.1481465e-08,2.156581e-09
0.438098,9.7654583e-12,5.1404996e-08,2.1462315e-09
0.438124,1.0119147e-11,5.1393878e-08,2.1401765e-09
0.438151,1.0936632e-11,5.1383538e-08,2.1339881e-09
0.438178,1.1016665e-11,5.1313769e-08,2.1235113e-09
0.438205,1.1055354e-11,5.1308667e-08,2.1171715e-09
0.438232,1.1124098e-11,5.1239572e-08,2.106463e-09
0.438259,1.1289241e-11,5.1233294e-08,2.0997967e-09
0.438285,1.1138504e-11,5.1162956e-08,2.0889789e-09
0.438312,1.1211238e-11,5.11559e-08,2.0821348e-09
0.438339,1.1186064e-11,5.1083351e-08,2.0721262e-09
0.438366,1.0930666e-11,5.107144e-08,2.0664701e-09
0.438392,1.1321123e-11,5.0994448e-08,2.0565765e-09
0.438419,1.0967998e-11,5.0917447e-08,2.0465636e-09
0.438446,1.0914414e-11,5.0902779e-08,2.0404884e-09
0.438473,1.0849267e-11,5.0823582e-08,2.0302915e-09
0.438499,1.0669539e-11,5.0806129e-08,2.0240908e-09
0.438526,1.0519527e-11,5.0724367e-08,2.014128e-09
0.438553,1.0401311e-11,5.0704702e-08,2.0080825e-09
0.43858,1.0219046e-11,5.0621175e-08,1.9979822e-09
0.438606,1.0082812e-11,5.0536514e-08,1.9877839e-09
0.438633,1.0017953e-11,5.0510207e-08,1.9813039e-09
0.43866,9.9491905e-12,5.0418813e-08,1.9708421e-09
0.438687,9.9562055e-12,5.039096e-08,1.9645659e-09
0.438713,9.8719111e-12,5.0301617e-08,1.954693e-09
0.43874,9.9373459e-12,5.0275447e-08,1.9486994e-09
0.438767,9.680058e-12,5.018587e-08,1.9391364e-09
0.438793,9.6566485e-12,5.0156123e-08,1.9334472e-09
0.43882,9.6155313e-12,5.0061227e-08,1.924001e-09
0.438847,9.5352832e-12,5.0024783e-08,1.9184588e-09
0.438873,9.4936212e-12,4.998869e-08,1.9129016e-09
0.4389,9.4590318e-12,4.9889666e-08,1.9034816e-09
0.438927,9.4421379e-12,4.9852852e-08,1.897525e-09
0.438953,9.2154307e-12,4.9757488e-08,1.8876678e-09
0.43898,9.3254868e-12,4.9726014e-08,1.8815598e-09
0.439007,8.8327939e-12,4.9693753e-08,1.8754183e-09
0.439033,9.3664923e-12,4.9657117e-08,1.8695653e-09
0.43906,9.172504e-12,4.9553841e-08,1.8612715e-09
0.439086,8.904611e-12,4.9514068e-08,1.8566496e-09
0.439113,9.1143932e-12,4.9475343e-08,1.8520748e-09
0.43914,8.9549138e-12,4.9433455e-08,1.8475239e-09
0.439166,8.8386424e-12,4.9390992e-08,1.8430809e-09
0.439193,8.8033435e-12,4.9346284e-08,1.8386413e-09
0.43922,8.4078269e-12,4.9301769e-08,1.8342362e-09
0.439246,8.8452881e-12,4.9262526e-08,1.829916e-09
0.439273,8.7631388e-12,4.9217394e-08,1.8254442e-09
0.4393,8.7490088e-12,4.9168814e-08,1.8209405e-09
0.439326,8.6883825e-12,4.9121714e-08,1.816664e-09
0.439353,8.782662e-12,4.9073521e-08,1.8122884e-09
0.439379,8.8605573e-12,4.9025233e-08,1.8078378e-09
0.439406,8.6453738e-12,4.8973008e-08,1.8031941e-09
0.439433,9.3097128e-12,4.8905985e-08,1.7978714e-09
0.439459,9.3566652e-12,4.8898798e-08,1.7962458e-09
0.439486,9.4075219e-12,4.8831202e-08,1.7909734e-09
0.439513,9.5093183e-12,4.8764148e-08,1.7856482e-09
0.439539,9.5578401e-12,4.8757651e-08,1.7838345e-09
0.439566,9.8474093e-12,4.8690052e-08,1.7785861e-09
0.439593,1.0289973e-11,4.8620991e-08,1.7734014e-09
0.439619,9.9745716e-12,4.8612246e-08,1.7717168e-09
0.439646,9.9648355e-12,4.8548219e-08,1.7664e-09
0.439673,1.0292213e-11,4.8546547e-08,1.7645922e-09
0.439699,9.9754665e-12,4.8495191e-08,1.759215e-09
0.439726,1.0493928e-11,4.8499651e-08,1.7584382e-09
0.439753,1.0171954e-11,4.8436521e-08,1.7542173e-09
0.439779,1.0449816e-11,4.842537e-08,1.7535819e-09
0.439806,1.0044285e-11,4.8352537e-08,1.7493396e-09
0.439833,1.0000568e-11,4.8343016e-08,1.748566e-09
0.43986,9.8756412e-12,4.8291917e-08,1.744198e-09
0.439886,9.8697111e-12,4.8298009e-08,1.7432574e-09
0.439913,9.7619573e-12,4.8241143e-08,1.7386542e-09
0.43994,1.0254255e-11,4.8244063e-08,1.7373124e-09
0.439967,9.8824878e-12,4.8185086e-08,1.7323874e-09
0.439993,9.5429824e-12,4.8129053e-08,1.7281883e-09
0.44002,9.5767468e-12,4.8129015e-08,1.7274979e-09
0.440047,9.5336634e-12,4.8068348e-08,1.7232615e-09
0.440074,9.3827769e-12,4.8066468e-08,1.7224666e-09
0.4401,9.5094584e-12,4.8004845e-08,1.7181008e-09
0.440127,9.4944937e-12,4.8004611e-08,1.7171254e-09
0.440154,9.058943e-12,4.7944029e-08,1.7126384e-09
0.440181,8.9951351e-12,4.7945687e-08,1.711762e-09
0.440207,8.9019075e-12,4.7894874e-08,1.7082243e-09
0.440234,8.8722166e-12,4.7843026e-08,1.7044747e-09
0.440261,8.9136118e-12,4.7848401e-08,1.7037737e-09
0.440288,8.9131122e-12,4.7790194e-08,1.6994283e-09
0.440315,9.0090525e-12,4.7724923e-08,1.694718e-09
0.440341,9.1388888e-12,4.7654671e-08,1.689917e-09
0.440368,9.2171753e-12,4.7648827e-08,1.6892818e-09
0.440395,9.3144195e-12,4.7587511e-08,1.6855862e-09
0.440422,9.4620169e-12,4.7532575e-08,1.6823011e-09
0.440449,9.5972649e-12,4.7480125e-08,1.6793211e-09
0.440475,9.7268374e-12,4.7427788e-08,1.6764964e-09
0.440502,9.7890573e-12,4.743663e-08,1.6773392e-09
0.440529,9.9021065e-12,4.7387283e-08,1.6748329e-09
0.440556,1.00527e-11,4.7338191e-08,1.6724261e-09
0.440583,1.0090974e-11,4.7288325e-08,1.6702269e-09
0.44061,1.0283064e-11,4.7239381e-08,1.668079e-09
0.440636,1.0411438e-11,4.7195765e-08,1.6660086e-09
0.440663,1.0458506e-11,4.7154283e-08,1.6640421e-09
0.44069,1.1010567e-11,4.7127353e-08,1.6611242e-09
0.440717,1.1349498e-11,4.7111935e-08,1.6592327e-09
0.440744,1.1441261e-11,4.7049556e-08,1.6575968e-09
0.440771,1.1661696e-11,4.7003978e-08,1.6561239e-09
0.440797,1.2591618e-11,4.6901296e-08,1.6517327e-09
0.440824,1.2382252e-11,4.6858591e-08,1.6505363e-09
0.440851,1.2539637e-11,4.6816176e-08,1.6491995e-09
0.440878,1.2356696e-11,4.6766891e-08,1.6481264e-09
0.440905,1.2571534e-11,4.6713591e-08,1.647292e-09
0.440931,1.2538989e-11,4.6600899e-08,1.6430804e-09
0.440958,1.2671798e-11,4.6550233e-08,1.6422339e-09
0.440985,1.2754312e-11,4.6499734e-08,1.6413732e-09
0.441012,1.2502184e-11,4.6390591e-08,1.6369104e-09
0.441039,1.2595e-11,4.6341645e-08,1.6356377e-09
0.441065,1.221388e-11,4.6235157e-08,1.6312912e-09
0.441092,1.2674245e-11,4.6189297e-08,1.630229e-09
0.441119,1.2585546e-11,4.6142784e-08,1.6291205e-09
0.441146,1.2541081e-11,4.6040303e-08,1.6246345e-09
0.441172,1.2383488e-11,4.6000964e-08,1.6236389e-09
0.441199,1.2250742e-11,4.5901358e-08,1.6195175e-09
0.441226,1.2161957e-11,4.5861811e-08,1.6187889e-09
0.441253,1.1989171e-11,4.5764619e-08,1.6146182e-09
0.441279,1.1885868e-11,4.5666177e-08,1.6102262e-09
0.441306,1.178828e-11,4.5620705e-08,1.6087652e-09
0.441333,1.1769301e-11,4.5511621e-08,1.6037731e-09
0.44136,1.1704556e-11,4.5453186e-08,1.6006313e-09
0.441386,1.1619928e-11,4.5334008e-08,1.5942682e-09
0.441413,1.1785506e-11,4.5273927e-08,1.5915211e-09
0.44144,1.1689242e-11,4.5156371e-08,1.5855597e-09
0.441466,1.162247e-11,4.5040773e-08,1.5795478e-09
0.441493,1.1267444e-11,4.4988378e-08,1.5769828e-09
0.44152,1.1326551e-11,4.4878354e-08,1.5711899e-09
0.441546,1.1152749e-11,4.4829938e-08,1.5683706e-09
0.441573,1.1000972e-11,4.4723008e-08,1.5620486e-09
0.4416,1.1380799e-11,4.4671567e-08,1.5589214e-09
0.441626,1.068045e-11,4.4560079e-08,1.5524695e-09
0.441653,1.0679875e-11,4.4486957e-08,1.5481277e-09
0.44168,1.0085854e-11,4.4361705e-08,1.5403474e-09
0.441706,1.0019126e-11,4.4309778e-08,1.5349769e-09
0.441733,9.8942325e-12,4.4197541e-08,1.5264648e-09
0.441759,9.8205582e-12,4.4124394e-08,1.5195497e-09
0.441786,9.8192681e-12,4.4042923e-08,1.5123667e-09
0.441813,9.8675795e-12,4.389764e-08,1.5018403e-09
0.441839,1.0119751e-11,4.3808536e-08,1.494088e-09
0.441866,9.4554791e-12,4.3714048e-08,1.4861638e-09
0.441892,9.1293307e-12,4.3614814e-08,1.4787564e-09
0.441919,8.7734227e-12,4.3441982e-08,1.4695488e-09
0.441946,8.6167315e-12,4.3337909e-08,1.4659485e-09
0.441972,8.4629026e-12,4.3251435e-08,1.4636278e-09
0.441999,8.441411e-12,4.3174814e-08,1.4617222e-09
0.442025,8.4510678e-12,4.3108758e-08,1.4601091e-09
0.442052,8.7450038e-12,4.3049959e-08,1.4587707e-09
0.442079,8.746943e-12,4.2985764e-08,1.4567432e-09
0.442105,8.8658727e-12,4.292254e-08,1.4548957e-09
0.442132,9.0322831e-12,4.2873871e-08,1.4533311e-09
0.442158,9.2059742e-12,4.2825316e-08,1.4516313e-09
0.442185,9.4544244e-12,4.2773579e-08,1.4494342e-09
0.442212,1.011635e-11,4.2716942e-08,1.4468362e-09
0.442238,1.017938e-11,4.2651849e-08,1.4435328e-09
0.442265,1.0323362e-11,4.2637607e-08,1.4432347e-09
0.442291,1.0444786e-11,4.2563729e-08,1.4398315e-09
0.442318,1.0617135e-11,4.2486647e-08,1.436378e-09
0.442345,1.0755231e-11,4.2404228e-08,1.4323994e-09
0.442371,1.0807745e-11,4.2372328e-08,1.4313943e-09
0.442398,1.0892953e-11,4.228038e-08,1.427317e-09
0.442424,1.094009e-11,4.2183305e-08,1.4229372e-09
0.442451,1.0953725e-11,4.2136196e-08,1.4211731e-09
0.442478,1.0902521e-11,4.2030507e-08,1.4161816e-09
0.442504,1.0918704e-11,4.1921337e-08,1.4109952e-09
0.442531,1.0868867e-11,4.1863307e-08,1.4085596e-09
0.442558,1.0562601e-11,4.1754264e-08,1.4032388e-09
0.442584,1.0716208e-11,4.1695878e-08,1.3999321e-09
0.442611,1.0572911e-11,4.1576786e-08,1.3935516e-09
0.442638,1.0440294e-11,4.1502655e-08,1.3903066e-09
0.442664,1.0281586e-11,4.1425842e-08,1.3874051e-09
0.442691,1.0129797e-11,4.1295927e-08,1.3818353e-09
0.442718,9.907273e-12,4.1251e-08,1.3802425e-09
0.442744,9.9257803e-12,4.1140618e-08,1.3743338e-09
0.442771,9.8280828e-12,4.1050989e-08,1.3667513e-09
0.442798,9.7776284e-12,4.0966916e-08,1.3600278e-09
0.442825,9.6802069e-12,4.0831263e-08,1.3512112e-09
0.442851,9.6099793e-12,4.0753465e-08,1.3461528e-09
0.442878,9.5970514e-12,4.0626569e-08,1.3427892e-09
0.442905,9.5242434e-12,4.0559873e-08,1.3421687e-09
0.442931,9.6279676e-12,4.0499896e-08,1.3413902e-09
0.442958,9.6947823e-12,4.0408857e-08,1.3375856e-09
0.442985,9.6107901e-12,4.0380222e-08,1.3360917e-09
0.443012,1.0002639e-11,4.0305215e-08,1.3317148e-09
0.443039,9.953456e-12,4.0298188e-08,1.3306161e-09
0.443065,9.7964915e-12,4.0217006e-08,1.3293046e-09
0.443092,9.9911262e-12,4.0194293e-08,1.332787e-09
0.443119,1.0224805e-11,4.0124357e-08,1.3336791e-09
0.443146,1.0250883e-11,4.0060979e-08,1.3347738e-09
0.443173,1.0271432e-11,4.0058455e-08,1.338581e-09
0.443199,1.0403939e-11,4.0030401e-08,1.3412895e-09
0.443226,1.0662355e-11,4.0003425e-08,1.3447478e-09
0.443253,1.054076e-11,3.9986157e-08,1.3486835e-09
0.44328,1.0666671e-11,3.9977097e-08,1.3528495e-09
0.443307,1.0877671e-11,4.0027614e-08,1.3602149e-09
0.443333,1.0767789e-11,4.0031759e-08,1.3650488e-09
0.44336,1.0881485e-11,4.0042675e-08,1.3700682e-09
0.443387,1.1050284e-11,4.006051e-08,1.3750616e-09
0.443414,1.1704089e-11,4.0023749e-08,1.3770692e-09
0.443441,1.2334743e-11,4.0043326e-08,1.3822053e-09
0.443467,1.275459e-11,4.006843e-08,1.3869155e-09
0.443494,1.3334797e-11,4.0101162e-08,1.3906758e-09
0.443521,1.3803994e-11,4.0138057e-08,1.3939502e-09
0.443548,1.4007082e-11,4.016924e-08,1.3968038e-09
0.443575,1.3811417e-11,4.0137337e-08,1.3960466e-09
0.443601,1.3692626e-11,4.0149614e-08,1.3982359e-09
0.443628,1.4028244e-11,4.0148959e-08,1.4001493e-09
0.443655,1.421157e-11,4.0096702e-08,1.3987064e-09
0.443682,1.4129179e-11,4.0105192e-08,1.4000282e-09
0.443709,1.4136893e-11,4.0057225e-08,1.398088e-09
0.443735,1.415405e-11,4.0061535e-08,1.3989027e-09
0.443762,1.4062177e-11,4.001067e-08,1.3966805e-09
0.443789,1.3618243e-11,4.0011918e-08,1.3972873e-09
0.443816,1.4091901e-11,3.9953982e-08,1.3943463e-09
0.443842,1.3993173e-11,3.9944779e-08,1.3939264e-09
0.443869,1.3843581e-11,3.9876201e-08,1.3897153e-09
0.443896,1.3718051e-11,3.986931e-08,1.3879628e-09
0.443922,1.3559588e-11,3.980104e-08,1.3830501e-09
0.443949,1.3353907e-11,3.9784826e-08,1.3811322e-09
0.443976,1.3331707e-11,3.9711547e-08,1.3762801e-09
0.444003,1.2409013e-11,3.9642605e-08,1.371444e-09
0.444029,1.2662951e-11,3.9613931e-08,1.3684204e-09
0.444056,1.2576318e-11,3.953221e-08,1.3620445e-09
0.444083,1.21433e-11,3.945807e-08,1.3559146e-09
0.444109,1.2501142e-11,3.9436775e-08,1.3534773e-09
0.444136,1.1908841e-11,3.9359575e-08,1.3484649e-09
0.444163,1.1670926e-11,3.928209e-08,1.3433566e-09
0.444189,1.1541123e-11,3.9236385e-08,1.3406704e-09
0.444216,1.1625952e-11,3.9147178e-08,1.3363946e-09
0.444242,1.1308657e-11,3.9066527e-08,1.3328754e-09
0.444269,1.1260435e-11,3.9058584e-08,1.3347112e-09
0.444296,1.1316053e-11,3.9017097e-08,1.33438e-09
0.444322,1.1274108e-11,3.8986824e-08,1.3344317e-09
0.444349,1.1314785e-11,3.9007012e-08,1.3378346e-09
0.444375,1.1144799e-11,3.8970444e-08,1.3382201e-09
0.444402,1.1267868e-11,3.8935531e-08,1.3382316e-09
0.444429,1.1427718e-11,3.8961268e-08,1.3414074e-09
0.444455,1.1445093e-11,3.8932737e-08,1.3422327e-09
0.444482,1.1385992e-11,3.8904587e-08,1.3437686e-09
0.444508,1.1776558e-11,3.8924067e-08,1.3482616e-09
0.444535,1.1489949e-11,3.8886063e-08,1.3497956e-09
0.444561,1.1241555e-11,3.8845612e-08,1.3510525e-09
0.444588,1.12054e-11,3.8854836e-08,1.3550115e-09
0.444614,1.0541256e-11,3.8808693e-08,1.3558022e-09
0.444641,1.0526353e-11,3.8808774e-08,1.359133e-09
0.444667,1.1060327e-11,3.8754301e-08,1.3594679e-09
0.444694,1.0839328e-11,3.8748634e-08,1.3623485e-09
0.44472,1.0299427e-11,3.8737877e-08,1.3649657e-09
0.444747,1.0260228e-11,3.866938e-08,1.3644729e-09
0.444773,9.9464888e-12,3.8652396e-08,1.3669823e-09
0.4448,9.7503693e-12,3.86326e-08,1.3694356e-09
0.444826,9.7585717e-12,3.8552855e-08,1.3684345e-09
0.444853,9.7961252e-12,3.8521845e-08,1.3700958e-09
0.444879,9.9067736e-12,3.8487408e-08,1.371542e-09
0.444905,1.0014972e-11,3.8450376e-08,1.3726899e-09
0.444932,1.0242688e-11,3.8412126e-08,1.3738214e-09
0.444958,1.0622217e-11,3.8372485e-08,1.3751285e-09
0.444985,1.0968713e-11,3.8332972e-08,1.3767693e-09
0.445011,1.1400795e-11,3.828177e-08,1.3771926e-09
0.445038,1.2327175e-11,3.828061e-08,1.3803853e-09
0.445064,1.3098439e-11,3.8218655e-08,1.3802846e-09
0.445091,1.3685594e-11,3.8150983e-08,1.3801872e-09
0.445117,1.4334613e-11,3.808313e-08,1.3800674e-09
0.445144,1.4757768e-11,3.8066781e-08,1.382966e-09
0.44517,1.5040825e-11,3.7978267e-08,1.3811578e-09
0.445197,1.5542975e-11,3.7938664e-08,1.3823815e-09
0.445223,1.5571716e-11,3.7843309e-08,1.3802208e-09
0.44525,1.53724e-11,3.7800559e-08,1.3811614e-09
0.445276,1.5856937e-11,3.7758781e-08,1.3821096e-09
0.445303,1.5893234e-11,3.7671769e-08,1.3798071e-09
0.445329,1.5842238e-11,3.7626298e-08,1.3798313e-09
0.445356,1.5745432e-11,3.7570663e-08,1.3801382e-09
0.445382,1.5238289e-11,3.7522664e-08,1.3809163e-09
0.445409,1.493351e-11,3.7482349e-08,1.381779e-09
0.445436,1.4633602e-11,3.7418031e-08,1.3797832e-09
0.445462,1.426014e-11,3.7409809e-08,1.3821361e-09
0.445489,1.3858966e-11,3.7405825e-08,1.3845429e-09
0.445515,1.3412955e-11,3.7410732e-08,1.3876524e-09
0.445542,1.2961554e-11,3.7419136e-08,1.3907522e-09
0.445569,1.2414875e-11,3.7426852e-08,1.3934724e-09
0.445595,1.1893482e-11,3.743338e-08,1.3968269e-09
0.445622,1.1673756e-11,3.7436978e-08,1.3999748e-09
0.445649,1.1318796e-11,3.7436214e-08,1.4025021e-09
0.445675,1.0988625e-11,3.7428487e-08,1.404088e-09
0.445702,1.074653e-11,3.7417552e-08,1.4055613e-09
0.445729,1.008747e-11,3.7351066e-08,1.4041811e-09
0.445756,1.0272065e-11,3.7334007e-08,1.4073212e-09
0.445782,1.0103041e-11,3.7312466e-08,1.4102417e-09
0.445809,1.0022198e-11,3.7287827e-08,1.4139451e-09
0.445836,1.0011798e-11,3.7210203e-08,1.4148166e-09
0.445863,1.0155635e-11,3.7183659e-08,1.4193718e-09
0.445889,1.0389128e-11,3.7156878e-08,1.4237917e-09
0.445916,1.0355739e-11,3.7081391e-08,1.4249099e-09
0.445943,1.0588767e-11,3.7078703e-08,1.4295134e-09
0.44597,1.0800549e-11,3.7034247e-08,1.4303432e-09
0.445996,1.1096666e-11,3.702241e-08,1.4342532e-09
0.446023,1.1454717e-11,3.7030967e-08,1.4363724e-09
0.44605,1.1985585e-11,3.7023596e-08,1.4375841e-09
0.446077,1.2215778e-11,3.7064551e-08,1.4439239e-09
0.446104,1.2448916e-11,3.7079152e-08,1.4484815e-09
0.44613,1.3756915e-11,3.7134769e-08,1.4534913e-09
0.446157,1.3950229e-11,3.7192009e-08,1.4592316e-09
0.446184,1.4141632e-11,3.7250547e-08,1.4644794e-09
0.446211,1.418843e-11,3.7307722e-08,1.4693392e-09
0.446238,1.4388724e-11,3.7363179e-08,1.4737654e-09
0.446265,1.4688827e-11,3.7414926e-08,1.4777014e-09
0.446291,1.4814171e-11,3.7456826e-08,1.4812874e-09
0.446318,1.4990641e-11,3.7490046e-08,1.4846056e-09
0.446345,1.5203421e-11,3.7520631e-08,1.4882136e-09
0.446372,1.5446569e-11,3.7495368e-08,1.4880369e-09
0.446399,1.5670427e-11,3.7527253e-08,1.4908263e-09
0.446425,1.5822334e-11,3.7560376e-08,1.4938465e-09
0.446452,1.593821e-11,3.7535912e-08,1.49305e-09
0.446479,1.6055882e-11,3.7562361e-08,1.4951034e-09
0.446506,1.6151246e-11,3.75804e-08,1.4963998e-09
0.446533,1.6059737e-11,3.7526611e-08,1.4933251e-09
0.446559,1.6042262e-11,3.7522837e-08,1.494201e-09
0.446586,1.5888015e-11,3.7462193e-08,1.4914505e-09
0.446613,1.5868007e-11,3.7453319e-08,1.4919841e-09
0.44664,1.5674929e-11,3.7388153e-08,1.4892097e-09
0.446666,1.5443443e-11,3.7375471e-08,1.4898982e-09
0.446693,1.5157833e-11,3.7310572e-08,1.4870956e-09
0.44672,1.4351085e-11,3.7247749e-08,1.4841794e-09
0.446746,1.4483233e-11,3.7239758e-08,1.4846891e-09
0.446773,1.5340504e-11,3.7177831e-08,1.481695e-09
0.4468,1.4853242e-11,3.711522e-08,1.4785561e-09
0.446827,1.4561445e-11,3.7049712e-08,1.4755097e-09
0.446853,1.4274653e-11,3.6981298e-08,1.4725911e-09
0.44688,1.3868133e-11,3.6909253e-08,1.4696808e-09
0.446907,1.3518271e-11,3.6836703e-08,1.4668754e-09
0.446933,1.302336e-11,3.6768899e-08,1.4639824e-09
0.44696,1.2381486e-11,3.6708818e-08,1.4609692e-09
0.446986,1.2315392e-11,3.6646679e-08,1.4579546e-09
0.447013,1.1776991e-11,3.6583783e-08,1.4558296e-09
0.44704,1.187865e-11,3.6522385e-08,1.4538102e-09
0.447066,1.1646577e-11,3.6467216e-08,1.4519122e-09
0.447093,1.1511178e-11,3.641443e-08,1.4499656e-09
0.447119,1.2257628e-11,3.636884e-08,1.4478008e-09
0.447146,1.1882892e-11,3.6295952e-08,1.4428383e-09
0.447172,1.2172741e-11,3.6275805e-08,1.4414891e-09
0.447199,1.2190285e-11,3.6251338e-08,1.4399522e-09
0.447225,1.1860456e-11,3.622142e-08,1.4383024e-09
0.447252,1.1703711e-11,3.6204288e-08,1.4377807e-09
0.447278,1.1590683e-11,3.6188538e-08,1.4410497e-09
0.447304,1.1500661e-11,3.6173111e-08,1.4449245e-09
0.447331,1.1448807e-11,3.6159789e-08,1.4488908e-09
0.447357,1.1457685e-11,3.6157157e-08,1.4531503e-09
0.447384,1.1454739e-11,3.615521e-08,1.4576693e-09
0.44741,1.1423443e-11,3.6156216e-08,1.4625039e-09
0.447436,1.120115e-11,3.6161491e-08,1.467763e-09
0.447463,1.1087404e-11,3.6170993e-08,1.4732473e-09
0.447489,1.1024486e-11,3.6231859e-08,1.4821351e-09
0.447515,1.0883299e-11,3.6226096e-08,1.4878337e-09
0.447542,1.0851446e-11,3.6259311e-08,1.4939313e-09
0.447568,1.0780416e-11,3.6317814e-08,1.5030477e-09
0.447594,1.0681498e-11,3.6323723e-08,1.5089412e-09
0.447621,1.0607705e-11,3.6380907e-08,1.5181236e-09
0.447647,1.0508688e-11,3.6383317e-08,1.5235394e-09
0.447673,1.0511725e-11,3.6433743e-08,1.5322195e-09
0.4477,1.0426982e-11,3.6474897e-08,1.5400575e-09
0.447726,1.0044481e-11,3.651398e-08,1.547463e-09
0.447752,1.0050706e-11,3.6494755e-08,1.5511572e-09
0.447778,1.0158366e-11,3.6576502e-08,1.5615883e-09
0.447805,1.0123822e-11,3.6599594e-08,1.568379e-09
0.447831,1.0150868e-11,3.6615707e-08,1.574689e-09
0.447857,1.0137106e-11,3.6633207e-08,1.5795989e-09
0.447884,1.0187647e-11,3.6687609e-08,1.5865668e-09
0.44791,1.0250811e-11,3.6684088e-08,1.589399e-09
0.447936,1.0456923e-11,3.6733167e-08,1.5954041e-09
0.447963,1.062308e-11,3.672574e-08,1.5974182e-09
0.447989,1.0746777e-11,3.6764305e-08,1.6028435e-09
0.448015,1.1061533e-11,3.6790015e-08,1.6085398e-09
0.448042,1.1335645e-11,3.6794699e-08,1.6134695e-09
0.448068,1.1554463e-11,3.6799339e-08,1.6183839e-09
0.448094,1.1722087e-11,3.6812859e-08,1.6230245e-09
0.448121,1.1861693e-11,3.6821265e-08,1.6270997e-09
0.448147,1.1782011e-11,3.6825672e-08,1.6305905e-09
0.448174,1.1602053e-11,3.682213e-08,1.6339309e-09
0.4482,1.1655948e-11,3.6809609e-08,1.6365099e-09
0.448227,1.1632069e-11,3.678575e-08,1.6384301e-09
0.448253,1.118263e-11,3.6758147e-08,1.6390426e-09
0.448279,1.0942045e-11,3.6655561e-08,1.6366642e-09
0.448306,1.1048487e-11,3.6553912e-08,1.6368216e-09
0.448333,1.1098152e-11,3.6504861e-08,1.6412213e-09
0.448359,1.11298e-11,3.6400424e-08,1.6418249e-09
0.448386,1.1096949e-11,3.6300571e-08,1.6433378e-09
0.448412,1.1109594e-11,3.626053e-08,1.6487951e-09
0.448439,1.1054448e-11,3.6174723e-08,1.6502731e-09
0.448465,1.0965118e-11,3.6095283e-08,1.6516248e-09
0.448492,1.1028861e-11,3.6080688e-08,1.6567285e-09
0.448519,1.1051089e-11,3.6020965e-08,1.658166e-09
0.448545,1.0307141e-11,3.5968828e-08,1.6597319e-09
0.448572,1.0264878e-11,3.5977145e-08,1.6653627e-09
0.448599,1.0180531e-11,3.5940278e-08,1.66704e-09
0.448626,1.0114753e-11,3.5911552e-08,1.6700795e-09
0.448652,9.9886031e-12,3.5895921e-08,1.6740951e-09
0.448679,1.0087051e-11,3.5904191e-08,1.6781459e-09
