time,p_rgh,omega,k
0.957082,5.9805508e-12,1.3313427e-08,1.7092489e-08
0.957108,6.3027833e-12,1.3235091e-08,1.7274713e-08
0.957135,5.9638488e-12,1.3183282e-08,1.746843e-08
0.957162,6.2117896e-12,1.310232e-08,1.7609895e-08
0.957189,6.0743241e-12,1.3016332e-08,1.7722749e-08
0.957216,5.9321742e-12,1.2949539e-08,1.7866906e-08
0.957242,5.9369572e-12,1.2855822e-08,1.7981613e-08
0.957269,5.7560378e-12,1.2759233e-08,1.8094947e-08
0.957296,5.6592754e-12,1.2683549e-08,1.828215e-08
0.957323,5.5858125e-12,1.2588425e-08,1.8429312e-08
0.95735,5.5598577e-12,1.2505501e-08,1.8574194e-08
0.957377,5.6317229e-12,1.2450265e-08,1.8622308e-08
0.957404,5.6708906e-12,1.237485e-08,1.8504462e-08
0.957431,5.4291872e-12,1.2303179e-08,1.8320993e-08
0.957457,5.4344821e-12,1.2258726e-08,1.8174908e-08
0.957484,5.1172119e-12,1.2200878e-08,1.8020614e-08
0.957511,5.454687e-12,1.2175702e-08,1.7868603e-08
0.957538,5.4581002e-12,1.2169833e-08,1.7727483e-08
0.957565,5.4505054e-12,1.2190668e-08,1.7632222e-08
0.957592,5.4691755e-12,1.2197924e-08,1.752529e-08
0.957619,5.1219505e-12,1.2205652e-08,1.7440205e-08
0.957646,5.0269467e-12,1.2213024e-08,1.7407536e-08
0.957673,5.1532601e-12,1.2223585e-08,1.7440125e-08
0.9577,5.2108839e-12,1.2256275e-08,1.7559161e-08
0.957726,5.217967e-12,1.2276705e-08,1.770108e-08
0.957753,5.5887453e-12,1.2319574e-08,1.7835173e-08
0.95778,5.0511125e-12,1.236372e-08,1.7968306e-08
0.957807,5.16132e-12,1.2408629e-08,1.8116489e-08
0.957834,4.7552689e-12,1.2452322e-08,1.8267705e-08
0.957861,5.5344277e-12,1.2496275e-08,1.8435671e-08
0.957888,5.2976823e-12,1.2539981e-08,1.8645607e-08
0.957915,5.9473236e-12,1.2593132e-08,1.8898864e-08
0.957942,5.3197067e-12,1.2645045e-08,1.9156511e-08
0.957969,5.3017196e-12,1.2695358e-08,1.9412875e-08
0.957996,5.7663093e-12,1.2744298e-08,1.9695533e-08
0.958023,5.9684547e-12,1.279692e-08,2.0009171e-08
0.95805,5.2138773e-12,1.2849108e-08,2.0328866e-08
0.958077,5.0700529e-12,1.2899137e-08,2.0670284e-08
0.958103,5.4091937e-12,1.2945633e-08,2.1024896e-08
0.95813,5.3969519e-12,1.3007252e-08,2.1375292e-08
0.958157,5.3236893e-12,1.3075986e-08,2.1704431e-08
0.958184,5.2490573e-12,1.3118963e-08,2.1991058e-08
0.958211,5.1438264e-12,1.3182845e-08,2.2327622e-08
0.958238,5.0980812e-12,1.324416e-08,2.2665634e-08
0.958265,5.1014783e-12,1.3301338e-08,2.3001415e-08
0.958292,5.0665996e-12,1.3330282e-08,2.3297459e-08
0.958319,4.9952004e-12,1.3381416e-08,2.3640921e-08
0.958346,5.0182881e-12,1.3427426e-08,2.398284e-08
0.958372,4.9831515e-12,1.3445749e-08,2.4277148e-08
0.958399,4.9722882e-12,1.3484489e-08,2.4612131e-08
0.958426,4.8855224e-12,1.3517701e-08,2.4946139e-08
0.958453,4.8595209e-12,1.3547683e-08,2.5238678e-08
0.95848,4.9188777e-12,1.3613407e-08,2.5573777e-08
0.958507,4.890519e-12,1.3649463e-08,2.5862275e-08
0.958534,4.9231555e-12,1.370542e-08,2.619822e-08
0.95856,4.9144313e-12,1.3754627e-08,2.653007e-08
0.958587,4.7060905e-12,1.3770646e-08,2.6809709e-08
0.958614,4.6293429e-12,1.3812882e-08,2.7135038e-08
0.958641,4.5959664e-12,1.3827343e-08,2.7402902e-08
0.958668,4.6538286e-12,1.3861481e-08,2.7744093e-08
0.958695,4.558761e-12,1.389018e-08,2.8078094e-08
0.958721,4.6296309e-12,1.3886858e-08,2.8350263e-08
0.958748,4.5416818e-12,1.3905991e-08,2.8673233e-08
0.958775,4.4494858e-12,1.3893063e-08,2.893378e-08
0.958802,4.4786844e-12,1.390185e-08,2.9241071e-08
0.958828,4.6114852e-12,1.390915e-08,2.9545372e-08
0.958855,4.5335538e-12,1.3900919e-08,2.9789311e-08
0.958882,4.5661592e-12,1.3923056e-08,3.0083438e-08
0.958909,4.561765e-12,1.3942943e-08,3.0379293e-08
0.958935,4.5574718e-12,1.396044e-08,3.0678184e-08
0.958962,4.4542378e-12,1.396233e-08,3.0923735e-08
0.958989,4.8318224e-12,1.4019058e-08,3.1230685e-08
0.959016,4.5604239e-12,1.4072913e-08,3.1551107e-08
0.959042,4.4387802e-12,1.4124377e-08,3.1878867e-08
0.959069,4.3588428e-12,1.4146269e-08,3.2148861e-08
0.959096,4.4074275e-12,1.4191292e-08,3.2476287e-08
0.959122,4.3563378e-12,1.4231312e-08,3.2781108e-08
0.959149,4.3702574e-12,1.4266879e-08,3.303606e-08
0.959176,4.4159311e-12,1.4296539e-08,3.3251423e-08
0.959203,4.1631319e-12,1.4319528e-08,3.3433843e-08
0.959229,4.7346562e-12,1.4336145e-08,3.3656676e-08
0.959256,4.7168231e-12,1.434513e-08,3.3849782e-08
0.959283,4.9696016e-12,1.4347012e-08,3.4014793e-08
0.95931,4.2899198e-12,1.4324477e-08,3.4149421e-08
0.959336,4.7936066e-12,1.4295099e-08,3.426048e-08
0.959363,4.3789701e-12,1.4259794e-08,3.4344237e-08
0.95939,3.9704383e-12,1.4228294e-08,3.4363458e-08
0.959416,3.8616827e-12,1.4190332e-08,3.4386195e-08
0.959443,3.8336983e-12,1.4150782e-08,3.4482813e-08
0.95947,4.2262048e-12,1.4127183e-08,3.4615992e-08
0.959497,4.0732077e-12,1.4066528e-08,3.4658265e-08
0.959523,4.4790242e-12,1.3996223e-08,3.4674159e-08
0.95955,4.1679831e-12,1.3917182e-08,3.4665724e-08
0.959577,4.1082851e-12,1.387296e-08,3.4700282e-08
0.959604,4.3712613e-12,1.3819335e-08,3.4649925e-08
0.95963,3.7806137e-12,1.3766553e-08,3.4581436e-08
0.959657,3.6459831e-12,1.3732831e-08,3.4563544e-08
0.959684,3.5885587e-12,1.3665238e-08,3.4471222e-08
0.959711,4.4065078e-12,1.3603873e-08,3.4367591e-08
0.959737,4.5262351e-12,1.3573725e-08,3.4320451e-08
0.959764,4.6089887e-12,1.3517522e-08,3.420169e-08
0.959791,4.6354586e-12,1.3454518e-08,3.4078233e-08
0.959818,4.6357125e-12,1.3412234e-08,3.4017354e-08
0.959845,4.7465567e-12,1.3339994e-08,3.3892727e-08
0.959871,4.8338852e-12,1.3287755e-08,3.3835609e-08
0.959898,4.8410263e-12,1.3215457e-08,3.384398e-08
0.959925,5.0898967e-12,1.3144031e-08,3.3881364e-08
0.959952,5.1287977e-12,1.3092106e-08,3.3968499e-08
0.959979,5.1603108e-12,1.3005854e-08,3.3952345e-08
0.960006,5.0529883e-12,1.2913087e-08,3.3906777e-08
0.960032,4.9634367e-12,1.2839625e-08,3.3899176e-08
0.960059,4.9199631e-12,1.273573e-08,3.3806064e-08
0.960086,4.8572915e-12,1.2642486e-08,3.3697843e-08
0.960113,4.7616614e-12,1.2586427e-08,3.3614046e-08
0.96014,4.7605144e-12,1.2550584e-08,3.3592649e-08
0.960167,4.7719019e-12,1.2490834e-08,3.3550877e-08
0.960194,4.9113448e-12,1.2431265e-08,3.3555194e-08
0.960221,4.956667e-12,1.2397561e-08,3.3711069e-08
0.960247,4.8565083e-12,1.2342754e-08,3.3822411e-08
0.960274,4.8522415e-12,1.2288762e-08,3.3940464e-08
0.960301,4.9031015e-12,1.2237043e-08,3.4057749e-08
0.960328,4.8362692e-12,1.2182359e-08,3.4170929e-08
0.960355,4.7792355e-12,1.2165985e-08,3.4346134e-08
0.960382,4.8634075e-12,1.2154582e-08,3.4452785e-08
0.960409,4.9287335e-12,1.2140609e-08,3.4555675e-08
0.960436,4.9396062e-12,1.2146966e-08,3.4655642e-08
0.960463,4.9328485e-12,1.2169091e-08,3.4752897e-08
0.96049,5.131109e-12,1.2189923e-08,3.4849309e-08
0.960517,5.1565855e-12,1.2207606e-08,3.4946377e-08
0.960543,5.1091443e-12,1.2246326e-08,3.5113262e-08
0.96057,5.2234197e-12,1.2258976e-08,3.5214857e-08
0.960597,5.0425979e-12,1.2268697e-08,3.5318936e-08
0.960624,5.0604651e-12,1.2277858e-08,3.5427634e-08
0.960651,5.2404522e-12,1.2309625e-08,3.5541523e-08
0.960678,5.5556183e-12,1.2352387e-08,3.5661133e-08
0.960705,5.5505714e-12,1.2394545e-08,3.5787946e-08
0.960732,5.853667e-12,1.2437941e-08,3.5926423e-08
0.960759,6.4125237e-12,1.2482405e-08,3.6082705e-08
0.960786,6.3163595e-12,1.252886e-08,3.6252914e-08
0.960813,6.0460983e-12,1.2553774e-08,3.6357946e-08
0.96084,6.0234494e-12,1.2604224e-08,3.6543762e-08
0.960867,5.9647573e-12,1.2654243e-08,3.6736105e-08
0.960894,5.928036e-12,1.2703861e-08,3.6935443e-08
0.96092,5.8444611e-12,1.2752232e-08,3.7141137e-08
0.960947,5.8063845e-12,1.2803544e-08,3.735269e-08
0.960974,5.763662e-12,1.2834511e-08,3.7494416e-08
0.961001,5.7087243e-12,1.289008e-08,3.7713706e-08
0.961028,5.4420087e-12,1.2945808e-08,3.7938143e-08
0.961055,4.9032124e-12,1.3001276e-08,3.8168494e-08
0.961082,5.0789601e-12,1.3028387e-08,3.8325785e-08
0.961109,5.0407544e-12,1.3090803e-08,3.8559637e-08
0.961136,4.8461374e-12,1.3150495e-08,3.8794227e-08
0.961162,4.8724201e-12,1.3180843e-08,3.8951365e-08
0.961189,5.0141639e-12,1.3234729e-08,3.918235e-08
0.961216,4.8904643e-12,1.3286363e-08,3.9408674e-08
0.961243,4.6969885e-12,1.3309058e-08,3.9552584e-08
0.96127,4.5452028e-12,1.335556e-08,3.9771824e-08
0.961297,4.4077366e-12,1.3396538e-08,3.9989786e-08
0.961323,4.3340751e-12,1.3394954e-08,4.0131748e-08
0.96135,4.1941509e-12,1.341841e-08,4.0343484e-08
0.961377,4.2542721e-12,1.341223e-08,4.0467149e-08
0.961404,4.0026679e-12,1.3430597e-08,4.0660325e-08
0.961431,3.7387476e-12,1.3444741e-08,4.0838867e-08
0.961457,3.7624445e-12,1.3430336e-08,4.0934937e-08
0.961484,3.5681999e-12,1.3437654e-08,4.1099614e-08
0.961511,3.5302508e-12,1.3442031e-08,4.1250553e-08
0.961538,3.4121638e-12,1.3416439e-08,4.1309068e-08
0.961565,3.4557728e-12,1.3430862e-08,4.1443508e-08
0.961591,3.5626805e-12,1.3448306e-08,4.1581797e-08
0.961618,2.2118237e-12,1.3441202e-08,4.1639696e-08
0.961645,2.7208536e-12,1.3459602e-08,4.1783077e-08
0.961672,2.2360873e-12,1.3476936e-08,4.192641e-08
0.961698,2.4504136e-12,1.3493459e-08,4.2069352e-08
0.961725,3.6975344e-12,1.3489752e-08,4.21413e-08
0.961752,3.6348102e-12,1.3493299e-08,4.2295164e-08
0.961779,3.6920365e-12,1.3464953e-08,4.2389021e-08
0.961805,2.6140009e-12,1.3434357e-08,4.2438386e-08
0.961832,3.1343795e-12,1.3395004e-08,4.2450781e-08
0.961859,3.1439005e-12,1.3323703e-08,4.2351103e-08
0.961885,2.5797524e-12,1.3279501e-08,4.2315167e-08
0.961912,3.051354e-12,1.3250083e-08,4.2309215e-08
0.961939,3.0834039e-12,1.3237968e-08,4.231721e-08
0.961966,3.9483412e-12,1.3236423e-08,4.2397012e-08
0.961992,2.9600592e-12,1.3236703e-08,4.2454336e-08
0.962019,3.984782e-12,1.3247414e-08,4.248435e-08
0.962046,2.7458828e-12,1.3254557e-08,4.2490109e-08
0.962072,2.7405756e-12,1.3257898e-08,4.2471755e-08
0.962099,3.2806184e-12,1.3258029e-08,4.2429065e-08
0.962126,3.8254991e-12,1.3254965e-08,4.2359658e-08
0.962153,3.6716483e-12,1.3276418e-08,4.2348439e-08
0.962179,2.5572521e-12,1.3265842e-08,4.2218408e-08
0.962206,3.4662328e-12,1.3251991e-08,4.2061145e-08
0.962233,3.7173052e-12,1.3234798e-08,4.1885077e-08
0.962259,3.7252415e-12,1.3215056e-08,4.1693309e-08
0.962286,3.7172518e-12,1.3221514e-08,4.1570461e-08
0.962313,3.1698958e-12,1.3197391e-08,4.1351199e-08
0.96234,3.7656822e-12,1.317446e-08,4.1121563e-08
0.962366,2.8851542e-12,1.3153166e-08,4.0885427e-08
0.962393,3.1913331e-12,1.3160737e-08,4.0722999e-08
0.96242,3.9437063e-12,1.314512e-08,4.0475565e-08
0.962447,3.787742e-12,1.3147315e-08,4.0227527e-08
0.962474,3.8623795e-12,1.3177856e-08,4.0065382e-08
0.9625,3.9521141e-12,1.3180287e-08,3.9822397e-08
0.962527,3.8475898e-12,1.3188445e-08,3.95813e-08
0.962554,3.7580219e-12,1.3225434e-08,3.9436993e-08
0.962581,3.6965544e-12,1.3235179e-08,3.9219739e-08
0.962607,3.7329843e-12,1.3241696e-08,3.9008326e-08
0.962634,3.5939024e-12,1.3280442e-08,3.8887534e-08
0.962661,3.6619702e-12,1.3293723e-08,3.8677472e-08
0.962688,3.5349061e-12,1.3312768e-08,3.8472712e-08
0.962715,3.6279204e-12,1.3330892e-08,3.8275609e-08
0.962742,3.7570869e-12,1.3371729e-08,3.8163196e-08
0.962768,2.6435529e-12,1.3379886e-08,3.7979125e-08
0.962795,1.6645095e-12,1.3380512e-08,3.7876082e-08
0.962822,3.346232e-12,1.3418902e-08,3.7968069e-08
0.962849,3.4666909e-12,1.3435229e-08,3.7927613e-08
0.962876,3.3396089e-12,1.3450691e-08,3.7847455e-08
0.962903,3.1049106e-12,1.3464665e-08,3.7737648e-08
0.96293,3.1402464e-12,1.3504756e-08,3.7672468e-08
0.962957,3.1286451e-12,1.3512158e-08,3.7539155e-08
0.962983,3.1901874e-12,1.3510996e-08,3.74537e-08
0.96301,3.135852e-12,1.3502626e-08,3.7399347e-08
0.963037,3.102591e-12,1.3486979e-08,3.7375946e-08
0.963064,2.9520481e-12,1.3492383e-08,3.7437387e-08
0.963091,2.8920299e-12,1.3467204e-08,3.7422479e-08
0.963118,2.8436542e-12,1.3443623e-08,3.7406477e-08
0.963145,2.9066171e-12,1.3416692e-08,3.7388703e-08
0.963172,2.9121064e-12,1.3387323e-08,3.73699e-08
0.963199,2.9163421e-12,1.335528e-08,3.7350894e-08
0.963225,2.9103457e-12,1.3321135e-08,3.7332225e-08
0.963252,3.0627924e-12,1.3285479e-08,3.7314597e-08
0.963279,2.9429215e-12,1.324805e-08,3.7299373e-08
0.963306,2.9937976e-12,1.3210797e-08,3.7289008e-08
0.963333,2.9516025e-12,1.3177286e-08,3.7281289e-08
0.96336,2.74046e-12,1.3142542e-08,3.7277504e-08
0.963387,2.907139e-12,1.3111273e-08,3.7280116e-08
0.963414,3.0319127e-12,1.3093424e-08,3.7286749e-08
0.963441,2.889072e-12,1.3074033e-08,3.7300262e-08
0.963468,2.9494906e-12,1.3056665e-08,3.7323868e-08
0.963495,3.988294e-12,1.3040453e-08,3.736841e-08
0.963521,4.1409386e-12,1.3025451e-08,3.7432064e-08
0.963548,2.9705206e-12,1.3010881e-08,3.7496981e-08
0.963575,2.9920995e-12,1.2994847e-08,3.7569537e-08
0.963602,2.3502447e-12,1.2981204e-08,3.764974e-08
0.963629,2.5322453e-12,1.2966285e-08,3.7737776e-08
0.963656,2.9814831e-12,1.2950685e-08,3.7829289e-08
0.963683,2.5305739e-12,1.2907371e-08,3.7844536e-08
0.96371,3.5439846e-12,1.288982e-08,3.7942145e-08
0.963737,3.1569103e-12,1.2870176e-08,3.8040209e-08
0.963763,2.2272547e-12,1.2850203e-08,3.8137903e-08
0.96379,2.1275807e-12,1.2801592e-08,3.8154108e-08
0.963817,2.1451309e-12,1.2779952e-08,3.824823e-08
0.963844,2.1390425e-12,1.27574e-08,3.8343235e-08
0.963871,2.5481905e-12,1.2736133e-08,3.8438615e-08
0.963898,2.5582267e-12,1.268762e-08,3.8449807e-08
0.963925,3.1431835e-12,1.2664155e-08,3.8542546e-08
0.963951,3.0953934e-12,1.2657446e-08,3.8636942e-08
0.963978,3.3707296e-12,1.2642269e-08,3.8643007e-08
0.964005,3.3542041e-12,1.2655813e-08,3.8722167e-08
0.964032,3.693886e-12,1.2669048e-08,3.8792018e-08
0.964059,3.5412342e-12,1.2686183e-08,3.8853703e-08
0.964086,3.8023875e-12,1.2676774e-08,3.8823638e-08
0.964112,3.7520871e-12,1.2696581e-08,3.8863066e-08
0.964139,3.9515215e-12,1.2718062e-08,3.8888862e-08
0.964166,3.8506262e-12,1.2712983e-08,3.8817641e-08
0.964193,3.9814696e-12,1.2734679e-08,3.8811661e-08
0.964219,4.6650208e-12,1.2756643e-08,3.8794878e-08
0.964246,4.6933024e-12,1.2754924e-08,3.8680284e-08
0.964273,4.1904944e-12,1.278147e-08,3.8634355e-08
0.9643,5.0065529e-12,1.2810752e-08,3.8588222e-08
0.964326,2.7147668e-12,1.2814857e-08,3.8460757e-08
0.964353,2.8262371e-12,1.2846387e-08,3.8416302e-08
0.96438,2.8341261e-12,1.2877461e-08,3.83336e-08
0.964407,3.6346255e-12,1.2904979e-08,3.819085e-08
0.964433,3.5322911e-12,1.2905903e-08,3.7926487e-08
0.96446,3.6227059e-12,1.293623e-08,3.7704393e-08
0.964487,4.0210577e-12,1.2965271e-08,3.7455282e-08
0.964514,3.3635246e-12,1.2991873e-08,3.7214642e-08
0.96454,3.2764179e-12,1.3014086e-08,3.7007918e-08
0.964567,2.7584858e-12,1.3035005e-08,3.6914593e-08
0.964594,2.7288091e-12,1.3032801e-08,3.6716272e-08
0.96462,2.8215707e-12,1.3070365e-08,3.6573593e-08
0.964647,2.8910162e-12,1.3110712e-08,3.6408371e-08
0.964674,3.0680496e-12,1.3151705e-08,3.6218678e-08
0.964701,3.0473574e-12,1.3194786e-08,3.6009623e-08
0.964727,3.3549303e-12,1.3238401e-08,3.5785585e-08
0.964754,3.2732762e-12,1.3281242e-08,3.5539632e-08
0.964781,3.3604702e-12,1.332315e-08,3.5262709e-08
0.964807,3.4195002e-12,1.3363123e-08,3.4957567e-08
0.964834,3.5166785e-12,1.3400379e-08,3.4624144e-08
0.964861,3.5143657e-12,1.3438388e-08,3.4263614e-08
0.964887,3.521475e-12,1.3508323e-08,3.3949815e-08
0.964914,3.6211671e-12,1.3552368e-08,3.3540852e-08
0.964941,3.6162906e-12,1.3598009e-08,3.3115577e-08
0.964968,3.9853832e-12,1.3648172e-08,3.2681426e-08
0.964994,3.7765786e-12,1.3699613e-08,3.2237767e-08
0.965021,4.5669356e-12,1.3749357e-08,3.1792085e-08
0.965048,3.8845724e-12,1.3829943e-08,3.1401131e-08
0.965075,3.823745e-12,1.3887827e-08,3.0930836e-08
0.965101,3.8930851e-12,1.3948915e-08,3.0450711e-08
0.965128,3.9814599e-12,1.4009473e-08,2.9962552e-08
0.965155,4.0408638e-12,1.4100084e-08,2.9531933e-08
0.965182,4.101016e-12,1.415908e-08,2.9032433e-08
0.965208,4.1248575e-12,1.4217414e-08,2.8532316e-08
0.965235,4.186252e-12,1.4274402e-08,2.8037449e-08
0.965262,4.1700869e-12,1.4363727e-08,2.7609153e-08
0.965289,4.2255997e-12,1.4421837e-08,2.7131572e-08
0.965315,4.1857964e-12,1.4480261e-08,2.6663853e-08
0.965342,4.1761023e-12,1.4573581e-08,2.6264806e-08
0.965369,4.198454e-12,1.4633861e-08,2.5832246e-08
0.965396,4.2157811e-12,1.4693464e-08,2.5415734e-08
0.965423,4.1842539e-12,1.4784704e-08,2.5064772e-08
0.96545,4.3512621e-12,1.4842058e-08,2.4703305e-08
0.965476,4.337978e-12,1.4898108e-08,2.4360652e-08
0.965503,4.3520856e-12,1.4952617e-08,2.4033931e-08
0.96553,4.2654038e-12,1.5038642e-08,2.3769976e-08
0.965557,4.2876002e-12,1.5090322e-08,2.345795e-08
0.965584,4.2472297e-12,1.5140663e-08,2.3148966e-08
0.965611,4.2582518e-12,1.5192179e-08,2.2847727e-08
0.965637,4.1128643e-12,1.5280394e-08,2.259625e-08
0.965664,4.0951665e-12,1.5333119e-08,2.2348267e-08
0.965691,4.0870135e-12,1.5384223e-08,2.2159248e-08
0.965718,3.8510301e-12,1.5426508e-08,2.2043694e-08
0.965745,4.0845342e-12,1.5459786e-08,2.2069119e-08
0.965772,4.1634509e-12,1.5535003e-08,2.2090371e-08
0.965799,4.1441645e-12,1.5580017e-08,2.2089659e-08
0.965826,4.08206e-12,1.5627569e-08,2.20364e-08
0.965852,3.9638009e-12,1.5670844e-08,2.1959776e-08
0.965879,3.9009798e-12,1.5709683e-08,2.1855948e-08
0.965906,3.8089916e-12,1.5744669e-08,2.175284e-08
0.965933,3.7352975e-12,1.5776734e-08,2.174232e-08
0.96596,3.6989664e-12,1.5805952e-08,2.1697812e-08
0.965987,3.6955694e-12,1.583237e-08,2.1619782e-08
0.966014,3.639491e-12,1.5859335e-08,2.1512804e-08
0.966041,3.7215842e-12,1.5883224e-08,2.1383839e-08
0.966068,3.7794103e-12,1.5903766e-08,2.1248364e-08
0.966094,3.860724e-12,1.5920931e-08,2.1098556e-08
0.966121,3.8710171e-12,1.5935365e-08,2.0949094e-08
0.966148,3.9361567e-12,1.5949539e-08,2.0856698e-08
0.966175,3.9450668e-12,1.5960477e-08,2.0758881e-08
0.966202,4.0936706e-12,1.5968748e-08,2.0649821e-08
0.966229,4.1667934e-12,1.5972899e-08,2.0538759e-08
0.966256,5.1229665e-12,1.5973066e-08,2.0423417e-08
0.966283,4.3474967e-12,1.5970335e-08,2.0311918e-08
0.96631,4.3368045e-12,1.5965287e-08,2.0215755e-08
0.966336,4.2708658e-12,1.5956744e-08,2.0119229e-08
0.966363,4.2147154e-12,1.5944969e-08,2.002334e-08
0.96639,4.235632e-12,1.593017e-08,1.9920042e-08
0.966417,4.2275598e-12,1.5876305e-08,1.9765533e-08
0.966444,4.255936e-12,1.5855573e-08,1.9653006e-08
0.966471,4.1918072e-12,1.5831866e-08,1.9541537e-08
0.966498,4.4553508e-12,1.5806298e-08,1.9433341e-08
0.966525,4.5695734e-12,1.5778991e-08,1.9337479e-08
0.966551,4.3203229e-12,1.5749541e-08,1.925012e-08
0.966578,4.35864e-12,1.5682051e-08,1.9139403e-08
0.966605,4.4677856e-12,1.5648574e-08,1.9077495e-08
0.966632,4.5080259e-12,1.5615224e-08,1.9017907e-08
0.966659,4.5657817e-12,1.5582385e-08,1.8961758e-08
0.966686,4.5542937e-12,1.5512647e-08,1.8867977e-08
0.966712,4.551535e-12,1.5476904e-08,1.8848856e-08
0.966739,4.5989689e-12,1.5440637e-08,1.8832837e-08
0.966766,5.2204354e-12,1.5404344e-08,1.8818267e-08
0.966793,4.8527115e-12,1.5331592e-08,1.8764289e-08
0.96682,4.9155819e-12,1.5293648e-08,1.8777469e-08
0.966846,4.8966355e-12,1.5254931e-08,1.8797583e-08
0.966873,4.9378549e-12,1.5181424e-08,1.87738e-08
0.9669,5.0032253e-12,1.5143257e-08,1.8804974e-08
0.966927,4.4051025e-12,1.5105011e-08,1.8857973e-08
0.966954,4.3395085e-12,1.5066826e-08,1.8935175e-08
0.96698,5.1174828e-12,1.4995734e-08,1.8990063e-08
0.967007,4.7370261e-12,1.4965398e-08,1.9045166e-08
0.967034,4.0740689e-12,1.4939059e-08,1.9101771e-08
0.967061,4.6081996e-12,1.4881138e-08,1.9134178e-08
0.967087,4.5372217e-12,1.4859987e-08,1.9200844e-08
0.967114,4.5755859e-12,1.4839839e-08,1.9250088e-08
0.967141,4.7156976e-12,1.481984e-08,1.9324239e-08
0.967168,4.4407483e-12,1.4795024e-08,1.9382298e-08
0.967194,4.3793372e-12,1.4724672e-08,1.930326e-08
0.967221,3.9998024e-12,1.4689714e-08,1.930593e-08
0.967248,4.7872219e-12,1.4660053e-08,1.9338272e-08
0.967274,4.4630395e-12,1.4631953e-08,1.9475802e-08
0.967301,4.0025686e-12,1.4605448e-08,1.9609202e-08
0.967328,3.9277952e-12,1.4578307e-08,1.9798439e-08
0.967355,3.9253594e-12,1.4550923e-08,2.0044774e-08
0.967381,4.2130269e-12,1.4492081e-08,2.0221143e-08
0.967408,4.4291085e-12,1.4470184e-08,2.0430543e-08
0.967435,4.4291205e-12,1.4451174e-08,2.0621695e-08
0.967461,4.6578591e-12,1.4434365e-08,2.0817386e-08
0.967488,4.6959292e-12,1.4420835e-08,2.1043024e-08
0.967515,4.8386277e-12,1.4409539e-08,2.124963e-08
0.967541,4.9586767e-12,1.4400084e-08,2.1444997e-08
0.967568,5.054292e-12,1.4392394e-08,2.162847e-08
0.967595,5.1429559e-12,1.4387051e-08,2.1822944e-08
0.967622,5.2425661e-12,1.4418207e-08,2.2141648e-08
0.967648,5.3180532e-12,1.4417248e-08,2.2433587e-08
0.967675,5.3100698e-12,1.4417824e-08,2.2729292e-08
0.967702,5.7668704e-12,1.4420849e-08,2.3020321e-08
0.967728,5.899838e-12,1.4426689e-08,2.3301707e-08
0.967755,6.0883562e-12,1.4436826e-08,2.3575689e-08
0.967782,5.6268462e-12,1.4447365e-08,2.3843327e-08
0.967809,5.6822693e-12,1.4492366e-08,2.4264687e-08
0.967835,5.6486537e-12,1.4503194e-08,2.4649193e-08
0.967862,5.6309805e-12,1.4514189e-08,2.5026895e-08
0.967889,5.6157448e-12,1.4524741e-08,2.5416398e-08
0.967915,5.5746699e-12,1.4533558e-08,2.5804828e-08
0.967942,5.5819566e-12,1.4576512e-08,2.6249726e-08
0.967969,5.2622025e-12,1.458454e-08,2.6624863e-08
0.967996,5.2938847e-12,1.4592468e-08,2.6989851e-08
0.968023,5.3105616e-12,1.4599991e-08,2.7364404e-08
0.968049,5.2800458e-12,1.4642104e-08,2.7816282e-08
0.968076,5.1873338e-12,1.4648865e-08,2.8191858e-08
0.968103,5.1634157e-12,1.4653367e-08,2.8563808e-08
0.96813,5.0903824e-12,1.4657147e-08,2.8931029e-08
0.968156,5.2524407e-12,1.4694736e-08,2.9347933e-08
0.968183,5.2575985e-12,1.4696113e-08,2.9679815e-08
0.96821,5.1354316e-12,1.4696263e-08,3.004244e-08
0.968237,4.9215821e-12,1.4695138e-08,3.0421411e-08
0.968264,4.7814451e-12,1.4730507e-08,3.0869484e-08
0.968291,4.6694224e-12,1.4730328e-08,3.123301e-08
0.968317,4.5830187e-12,1.4728688e-08,3.158669e-08
0.968344,4.4663966e-12,1.4725692e-08,3.1935678e-08
0.968371,4.5029648e-12,1.4756337e-08,3.2350928e-08
0.968398,4.4153139e-12,1.4749791e-08,3.2677352e-08
0.968425,4.4169621e-12,1.4742195e-08,3.2993152e-08
0.968452,4.3076211e-12,1.4733314e-08,3.3299598e-08
0.968478,4.3251634e-12,1.4723494e-08,3.3606365e-08
0.968505,4.3164169e-12,1.4748924e-08,3.4022253e-08
0.968532,4.2086401e-12,1.4736612e-08,3.4334757e-08
0.968559,3.7310909e-12,1.4722667e-08,3.4640373e-08
0.968586,3.8700685e-12,1.470593e-08,3.4927593e-08
0.968613,3.8055988e-12,1.4660579e-08,3.4850466e-08
0.96864,3.7581131e-12,1.4615084e-08,3.4742483e-08
0.968667,3.8869981e-12,1.4572247e-08,3.4729003e-08
0.968693,3.998635e-12,1.4531744e-08,3.4756003e-08
0.96872,3.8591711e-12,1.4528651e-08,3.4858633e-08
0.968747,3.8091359e-12,1.4491555e-08,3.487934e-08
0.968774,3.8615606e-12,1.4455796e-08,3.4912173e-08
0.968801,3.9451167e-12,1.4420912e-08,3.4957733e-08
0.968828,4.2911237e-12,1.4386346e-08,3.5018541e-08
0.968855,4.1852361e-12,1.4351406e-08,3.5148835e-08
